Header of the LAMMPS data file 

2048 atoms 
1 atom types

0.0 32.72  xlo xhi
0.0 32.72  ylo yhi
0.0 32.72  zlo zhi

Masses 

1  107.8682

Atoms # atomic 

1 1 0.00000 0.00000 0.00000 
2 1 0.00000 2.04500 2.04500 
3 1 2.04500 0.00000 2.04500 
4 1 2.04500 2.04500 0.00000 
5 1 0.00000 0.00000 4.09000 
6 1 0.00000 2.04500 6.13500 
7 1 2.04500 0.00000 6.13500 
8 1 2.04500 2.04500 4.09000 
9 1 0.00000 0.00000 8.18000 
10 1 0.00000 2.04500 10.22500 
11 1 2.04500 0.00000 10.22500 
12 1 2.04500 2.04500 8.18000 
13 1 0.00000 0.00000 12.27000 
14 1 0.00000 2.04500 14.31500 
15 1 2.04500 0.00000 14.31500 
16 1 2.04500 2.04500 12.27000 
17 1 0.00000 0.00000 16.36000 
18 1 0.00000 2.04500 18.40500 
19 1 2.04500 0.00000 18.40500 
20 1 2.04500 2.04500 16.36000 
21 1 0.00000 0.00000 20.45000 
22 1 0.00000 2.04500 22.49500 
23 1 2.04500 0.00000 22.49500 
24 1 2.04500 2.04500 20.45000 
25 1 0.00000 0.00000 24.54000 
26 1 0.00000 2.04500 26.58500 
27 1 2.04500 0.00000 26.58500 
28 1 2.04500 2.04500 24.54000 
29 1 0.00000 0.00000 28.63000 
30 1 0.00000 2.04500 30.67500 
31 1 2.04500 0.00000 30.67500 
32 1 2.04500 2.04500 28.63000 
33 1 0.00000 4.09000 0.00000 
34 1 0.00000 6.13500 2.04500 
35 1 2.04500 4.09000 2.04500 
36 1 2.04500 6.13500 0.00000 
37 1 0.00000 4.09000 4.09000 
38 1 0.00000 6.13500 6.13500 
39 1 2.04500 4.09000 6.13500 
40 1 2.04500 6.13500 4.09000 
41 1 0.00000 4.09000 8.18000 
42 1 0.00000 6.13500 10.22500 
43 1 2.04500 4.09000 10.22500 
44 1 2.04500 6.13500 8.18000 
45 1 0.00000 4.09000 12.27000 
46 1 0.00000 6.13500 14.31500 
47 1 2.04500 4.09000 14.31500 
48 1 2.04500 6.13500 12.27000 
49 1 0.00000 4.09000 16.36000 
50 1 0.00000 6.13500 18.40500 
51 1 2.04500 4.09000 18.40500 
52 1 2.04500 6.13500 16.36000 
53 1 0.00000 4.09000 20.45000 
54 1 0.00000 6.13500 22.49500 
55 1 2.04500 4.09000 22.49500 
56 1 2.04500 6.13500 20.45000 
57 1 0.00000 4.09000 24.54000 
58 1 0.00000 6.13500 26.58500 
59 1 2.04500 4.09000 26.58500 
60 1 2.04500 6.13500 24.54000 
61 1 0.00000 4.09000 28.63000 
62 1 0.00000 6.13500 30.67500 
63 1 2.04500 4.09000 30.67500 
64 1 2.04500 6.13500 28.63000 
65 1 0.00000 8.18000 0.00000 
66 1 0.00000 10.22500 2.04500 
67 1 2.04500 8.18000 2.04500 
68 1 2.04500 10.22500 0.00000 
69 1 0.00000 8.18000 4.09000 
70 1 0.00000 10.22500 6.13500 
71 1 2.04500 8.18000 6.13500 
72 1 2.04500 10.22500 4.09000 
73 1 0.00000 8.18000 8.18000 
74 1 0.00000 10.22500 10.22500 
75 1 2.04500 8.18000 10.22500 
76 1 2.04500 10.22500 8.18000 
77 1 0.00000 8.18000 12.27000 
78 1 0.00000 10.22500 14.31500 
79 1 2.04500 8.18000 14.31500 
80 1 2.04500 10.22500 12.27000 
81 1 0.00000 8.18000 16.36000 
82 1 0.00000 10.22500 18.40500 
83 1 2.04500 8.18000 18.40500 
84 1 2.04500 10.22500 16.36000 
85 1 0.00000 8.18000 20.45000 
86 1 0.00000 10.22500 22.49500 
87 1 2.04500 8.18000 22.49500 
88 1 2.04500 10.22500 20.45000 
89 1 0.00000 8.18000 24.54000 
90 1 0.00000 10.22500 26.58500 
91 1 2.04500 8.18000 26.58500 
92 1 2.04500 10.22500 24.54000 
93 1 0.00000 8.18000 28.63000 
94 1 0.00000 10.22500 30.67500 
95 1 2.04500 8.18000 30.67500 
96 1 2.04500 10.22500 28.63000 
97 1 0.00000 12.27000 0.00000 
98 1 0.00000 14.31500 2.04500 
99 1 2.04500 12.27000 2.04500 
100 1 2.04500 14.31500 0.00000 
101 1 0.00000 12.27000 4.09000 
102 1 0.00000 14.31500 6.13500 
103 1 2.04500 12.27000 6.13500 
104 1 2.04500 14.31500 4.09000 
105 1 0.00000 12.27000 8.18000 
106 1 0.00000 14.31500 10.22500 
107 1 2.04500 12.27000 10.22500 
108 1 2.04500 14.31500 8.18000 
109 1 0.00000 12.27000 12.27000 
110 1 0.00000 14.31500 14.31500 
111 1 2.04500 12.27000 14.31500 
112 1 2.04500 14.31500 12.27000 
113 1 0.00000 12.27000 16.36000 
114 1 0.00000 14.31500 18.40500 
115 1 2.04500 12.27000 18.40500 
116 1 2.04500 14.31500 16.36000 
117 1 0.00000 12.27000 20.45000 
118 1 0.00000 14.31500 22.49500 
119 1 2.04500 12.27000 22.49500 
120 1 2.04500 14.31500 20.45000 
121 1 0.00000 12.27000 24.54000 
122 1 0.00000 14.31500 26.58500 
123 1 2.04500 12.27000 26.58500 
124 1 2.04500 14.31500 24.54000 
125 1 0.00000 12.27000 28.63000 
126 1 0.00000 14.31500 30.67500 
127 1 2.04500 12.27000 30.67500 
128 1 2.04500 14.31500 28.63000 
129 1 0.00000 16.36000 0.00000 
130 1 0.00000 18.40500 2.04500 
131 1 2.04500 16.36000 2.04500 
132 1 2.04500 18.40500 0.00000 
133 1 0.00000 16.36000 4.09000 
134 1 0.00000 18.40500 6.13500 
135 1 2.04500 16.36000 6.13500 
136 1 2.04500 18.40500 4.09000 
137 1 0.00000 16.36000 8.18000 
138 1 0.00000 18.40500 10.22500 
139 1 2.04500 16.36000 10.22500 
140 1 2.04500 18.40500 8.18000 
141 1 0.00000 16.36000 12.27000 
142 1 0.00000 18.40500 14.31500 
143 1 2.04500 16.36000 14.31500 
144 1 2.04500 18.40500 12.27000 
